0: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
1: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
2: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
3: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
4: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
5: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
6: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
7: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
8: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
9: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
10: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
11: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
12: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
13: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
14: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
15: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
16: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
17: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
18: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
19: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
20: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
21: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
22: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
23: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
24: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
25: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
26: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
27: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
28: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
29: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
30: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
31: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
32: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
33: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
34: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
35: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
36: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
37: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
38: [[7, 10, 1, 2, 8, 5], [9, 3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
39: [[7, 10, 1, 2, 8, 5, 9], [3, 4, 6, 14, 11, 13], [12, 15, 17, 19, 18, 16, 20]]
