0: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
1: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
2: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
3: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
4: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
5: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
6: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
7: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
8: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
9: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
10: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 10, 14], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
11: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 10, 14], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
12: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
13: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
14: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 14, 10], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
15: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 10, 14], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
16: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
17: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 10, 14], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
18: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
19: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
20: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
21: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
22: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
23: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
24: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 10, 14], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
25: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
26: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 10, 14], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
27: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
28: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 14, 10], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
29: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
30: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
31: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 10, 14], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
32: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
33: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
34: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 10, 14], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
35: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 18, 10], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
36: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 10, 14], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
37: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
38: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
39: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 10, 14], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
40: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 10, 14], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
41: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
42: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
43: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
44: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
45: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
46: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
47: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
48: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
49: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
50: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
51: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
52: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
53: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 18], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
54: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 18, 10, 14], [22, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
55: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 22], [18, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
56: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 14, 10, 22], [18, 16, 17, 20, 23, 25], [21, 26, 27, 28, 29]]
57: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 26, 14, 18], [22, 16, 17, 20, 23, 25], [21, 10, 27, 28, 29]]
58: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 10, 14, 26], [22, 16, 17, 20, 23, 25], [21, 18, 27, 28, 29]]
59: [[19, 15, 1, 7, 6, 2], [13, 3, 4, 8, 11, 12], [5, 9, 24, 26, 10, 14], [22, 16, 17, 20, 23, 25], [21, 18, 27, 28, 29]]
