0: [[5, 1, 3], [11, 9, 8, 6], [10, 4], [12, 13, 7, 2]]
1: [[5, 1, 3], [11, 9, 8, 6], [10, 4], [12, 13, 7, 2]]
2: [[5, 1, 3], [11, 9, 8, 6], [10, 4], [12, 13, 7, 2]]
3: [[5, 1, 3], [11, 9, 8, 6], [10, 4], [12, 13, 7, 2]]
4: [[5, 1, 3], [11, 9, 8, 6], [10, 4], [12, 13, 7, 2]]
5: [[5, 1, 3], [11, 9, 8, 6], [10, 4], [12, 13, 7, 2]]
6: [[5, 1, 3], [11, 9, 8, 6], [10, 4], [12, 13, 7, 2]]
7: [[5, 1, 3], [11, 9, 8, 6], [10, 4], [12, 2], [13, 7]]
8: [[5, 1, 3], [11, 9, 8, 6], [10, 4, 12, 2], [13, 7]]
9: [[5, 1, 3], [11, 9, 8, 6], [10, 4, 12, 2], [13, 7]]
10: [[5, 1, 3], [11, 9], [8, 6, 10, 4], [12, 13, 2, 7]]
11: [[5, 1, 3], [11, 9], [8, 6, 10, 4], [12, 13, 2, 7]]
12: [[5, 1, 3], [11, 9], [8, 6, 10, 4], [12, 13, 2, 7]]
13: [[5, 1, 3], [11, 9], [8, 6, 10, 4], [12, 13, 2, 7]]
14: [[5, 1, 3], [11, 9, 8, 6], [10, 4, 12, 2, 13, 7]]
15: [[5, 1, 3], [11, 9, 8, 7], [6, 10, 4], [12, 13, 2]]
16: [[5, 1, 3], [11, 9, 8, 6], [10, 4, 12, 2, 13, 7]]
17: [[5, 1, 3], [11, 9], [8, 6], [10, 4, 12, 2], [13, 7]]
18: [[5, 1, 3], [11, 9, 8], [6, 10, 4], [12, 2], [13, 7]]
19: [[5, 1, 3], [11, 9, 8], [6, 10, 4], [12, 2], [13, 7]]
20: [[5, 1, 3], [11, 9, 8], [6, 10, 4], [12, 2], [13, 7]]
21: [[5, 1, 3], [11, 9, 7], [8, 6, 10, 4], [12], [13, 2]]
22: [[5, 1, 3], [11, 9, 8, 7], [6, 10, 4], [12, 2], [13]]
23: [[5, 1, 3], [11, 9, 8, 7], [6, 10, 12, 4], [13, 2]]
24: [[5, 1, 3], [11, 9, 8, 6], [10, 12, 4], [13, 2], [7]]
25: [[5, 1, 3, 11], [9, 8, 6, 10, 4], [12], [13, 2, 7]]
26: [[5, 1, 3, 11], [9, 8, 4, 7], [6, 10, 12, 2], [13]]
27: [[5], [1, 3, 11, 9, 8, 6, 10, 4, 12, 2, 13], [7]]
