0: [[5, 3, 6, 8], [1, 2, 4, 13, 10], [7, 9, 11, 12]]
1: [[5, 3, 6, 8], [1, 2, 4, 13, 10], [7, 9, 11, 12]]
2: [[5, 3, 6, 8], [1, 2, 4, 13, 10], [7, 9, 11, 12]]
3: [[5, 3, 6, 8], [1, 2, 4, 13, 10], [7, 9, 11, 12]]
4: [[5, 3, 6, 8], [1, 2, 4, 13, 10], [7, 9, 11, 12]]
5: [[5, 3, 6, 8], [1, 2, 4, 13, 10], [7, 9, 11, 12]]
6: [[5, 3, 6, 8], [1, 2, 4, 13, 10], [7, 9, 11, 12]]
7: [[5, 3, 6, 8], [1, 2, 4, 13, 10], [7, 9, 11, 12]]
8: [[5, 3, 6, 8], [1, 2, 4, 13, 10], [7, 9, 11, 12]]
9: [[5, 3, 6, 8], [1, 2, 4, 13, 10], [7, 9, 11, 12]]
10: [[5, 3, 6, 8], [1, 2, 4, 13, 10], [7, 9, 11, 12]]
11: [[5, 3, 6, 8], [1, 2, 4, 13, 10], [7, 9, 11, 12]]
12: [[5, 3, 6, 8], [1, 2, 4, 13, 10], [7, 9, 11, 12]]
13: [[5, 3, 6, 8, 1], [2, 4, 13, 10], [7, 9, 11, 12]]
14: [[5, 3, 6, 8, 1], [2, 4, 13, 10], [7, 9, 11, 12]]
15: [[5, 3, 6, 8, 1], [2, 4, 13, 10], [7, 9, 11, 12]]
16: [[5, 3, 6, 8, 1], [2, 4, 13, 10], [7, 9, 11, 12]]
17: [[5, 3, 6, 8, 1], [2, 4, 13, 10], [7, 9, 11, 12]]
18: [[5, 3, 6, 8, 1], [2, 4, 13, 10], [7, 9, 11, 12]]
19: [[5, 3, 6, 8, 1], [2, 4, 13, 10], [7, 9, 11, 12]]
20: [[5, 3, 6, 8, 1], [2, 4, 13, 10], [7, 9, 11, 12]]
21: [[5, 3, 6, 8, 1], [2, 4, 13, 10], [7, 9, 11, 12]]
22: [[5, 3, 6, 8], [1, 2, 4, 13], [10, 7, 9, 11, 12]]
23: [[5, 3, 6, 8], [1, 2, 4, 13], [10, 7, 9, 11, 12]]
24: [[5, 3, 6, 8], [1, 2, 4, 13], [10, 7, 9, 11, 12]]
25: [[5, 3, 6, 8], [1, 2, 4, 13], [10, 7, 9, 11, 12]]
