0: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
1: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
2: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
3: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
4: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
5: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
6: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
7: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
8: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
9: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
10: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
11: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
12: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
13: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
14: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
15: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
16: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
17: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
18: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
19: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
20: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
21: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
22: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
23: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
24: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
25: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
26: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
27: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
28: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
29: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
30: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
31: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
32: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
33: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
34: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
35: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
36: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
37: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
38: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
39: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
40: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
41: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
42: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
43: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
44: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
45: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
46: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
47: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
48: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
49: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
50: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
51: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
52: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
53: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
54: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
55: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
56: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
57: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
58: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
59: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
60: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
61: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
62: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
63: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
64: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
65: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
66: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
67: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
68: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
69: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
70: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
71: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5, 20], [16, 26, 21, 28, 37, 25, 13], [31, 7, 30, 23, 34, 33, 36]]
72: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12, 27], [8, 19, 15, 11, 29, 3, 5], [20, 16, 26, 21, 28, 37, 25], [13, 31, 7, 30, 23, 34, 33, 36]]
73: [[22, 14, 4, 10, 9, 18, 24], [35, 6, 32, 17, 2, 1, 12], [27, 8, 19, 15, 11, 29, 3, 5], [20, 16, 26, 21, 28, 37, 25], [13, 31, 7, 30, 23, 34, 33, 36]]
