0: [[5, 13, 2, 3, 1], [6, 8, 4, 10], [7, 11, 12, 9]]
1: [[5, 13, 2, 3, 1], [6, 8, 4, 10], [7, 11, 12, 9]]
2: [[5, 13, 2, 3, 1], [6, 8, 4, 10], [7, 11, 12, 9]]
3: [[5, 13, 2, 3, 1], [6, 8, 4, 10], [7, 11, 12, 9]]
4: [[5, 13, 2, 3, 1], [6, 8, 4, 10], [7, 11, 12, 9]]
5: [[5, 13, 2, 3, 1], [6, 8, 4, 10], [7, 11, 12, 9]]
6: [[5, 13, 2, 3, 1], [6, 8, 4, 10], [7, 11, 12, 9]]
7: [[5, 13, 2, 3, 1], [6, 8, 4, 10], [7, 11, 12, 9]]
8: [[5, 13, 2, 3, 1], [6, 8, 4, 10], [7, 11, 12, 9]]
9: [[5, 13, 2, 3, 1], [6, 8, 4, 10], [7, 11, 12, 9]]
10: [[5, 13, 2, 3], [1, 6, 8, 4, 10], [7, 11, 12, 9]]
11: [[5, 13, 2, 3], [1, 6, 8, 4, 10], [7, 11, 12, 9]]
12: [[5, 13, 2, 3], [1, 6, 8, 4, 10], [7, 11, 12, 9]]
13: [[5, 13, 2, 3], [1, 6, 8, 4, 10], [7, 11, 12, 9]]
14: [[5, 13, 2, 3], [1, 6, 8, 4, 10], [7, 11, 12, 9]]
15: [[5, 13, 2, 3], [1, 6, 8, 4], [10, 7, 11, 12, 9]]
16: [[5, 13, 2, 3], [1, 6, 8, 4], [10, 7, 11, 12, 9]]
17: [[5, 13, 2, 3], [1, 6, 8, 4], [10, 7, 11, 12, 9]]
18: [[5, 13, 2, 3], [1, 6, 8, 4], [10, 7, 11, 12, 9]]
19: [[5, 13, 2, 3], [1, 6, 8, 4], [10, 7, 11, 12, 9]]
20: [[5, 13, 2, 3], [1, 6, 8, 4], [10, 7, 11, 12, 9]]
21: [[5, 13, 2, 3], [1, 6, 8, 4], [10, 7, 11, 12, 9]]
22: [[5, 13, 2, 3], [1, 6, 8, 4], [10, 7, 11, 12, 9]]
23: [[5, 13, 2, 3], [1, 6, 8, 4], [10, 7, 11, 12, 9]]
24: [[5, 13, 2, 3], [1, 6, 8, 4], [10, 7, 11, 12, 9]]
25: [[5, 13, 2, 3], [1, 6, 8, 4], [10, 7, 11, 12, 9]]
26: [[5, 13, 2, 3], [1, 6, 8, 4], [10, 7, 11, 12, 9]]
27: [[5, 13, 3, 7], [1, 6, 8, 4], [10, 11, 12, 2], [9]]
