0: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
1: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
2: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
3: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
4: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
5: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
6: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
7: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
8: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
9: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
10: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
11: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
12: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
13: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
14: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
15: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
16: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
17: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
18: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
19: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
20: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
21: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
22: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
23: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
24: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
25: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
26: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
27: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
28: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
29: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
30: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
31: [[1, 4, 3, 2], [5, 6, 13, 9], [7, 10, 14, 11], [8, 12, 15, 18], [17, 16, 19, 20], [21, 23, 22, 24]]
