It No., Best MQ, No clusters, max clus, min clus
1,1.289782608695652,3,5,4
2,1.3010526315789472,3,5,4
3,1.3680223285486444,4,4,3
4,1.3010526315789472,3,5,4
5,1.1136363636363635,3,5,4
6,1.3139034878165312,3,5,4
7,1.3010526315789472,3,5,4
8,1.3010526315789472,3,5,4
9,1.2194716039109632,3,5,4
10,1.3172161172161172,3,5,4
11,1.3341332580463015,4,4,3
12,1.3109730848861285,3,5,4
13,1.3010526315789472,3,5,4
14,1.2406349206349208,3,5,4
15,1.3010526315789472,3,5,4
16,1.3680223285486444,4,4,3
17,1.4,4,4,3
18,1.4103645147123407,5,3,2
19,1.2270531400966183,3,5,4
20,1.486888111888112,4,4,3
21,1.289782608695652,3,5,4
22,1.4109730848861282,3,5,4
23,1.2777777777777777,3,5,4
24,1.2878787878787878,3,5,4
25,1.3109730848861285,3,5,4
26,1.46482683982684,4,4,3
27,1.4006349206349205,3,5,4
28,1.3109730848861285,3,5,4
29,1.3139034878165312,3,5,4
30,1.3109730848861285,3,5,4
31,1.4109730848861282,3,5,4
