It No., Best MQ, No clusters, max clus, min clus
1,1.945080723626709,5,7,3
2,1.9489952938903379,4,10,2
3,1.8935983995998997,4,9,4
4,1.9244191785651332,4,9,3
5,2.0153329943528115,6,8,2
6,1.9388763351431648,6,6,2
7,2.0441149297856613,6,7,2
8,1.9099718111346018,4,8,4
9,1.9725930045729823,4,10,2
10,2.05741794853489,8,4,2
11,1.92046783625731,5,7,2
12,1.9725930045729823,4,10,2
13,1.9790489473809694,5,7,3
14,1.9266536051306886,4,12,2
15,1.961087070548125,4,10,3
16,2.0572120802343927,6,5,2
17,1.8680091613812544,5,8,2
18,1.9388050895285003,5,9,2
19,1.854009895887022,3,12,3
20,1.8584945332211942,3,13,3
21,1.9854981084489283,4,11,3
22,1.8783839212469235,3,11,3
23,1.9512146892655367,4,8,3
24,1.935641627543036,5,8,2
25,1.9178368108687314,7,5,2
26,2.0310021054635587,7,5,3
27,2.0351116183112974,6,8,2
28,1.95932870028329,6,5,3
29,1.9951342695245133,6,7,2
30,1.8672068401951596,6,7,2
31,1.9320316564228048,5,8,2
