It No., Best MQ, No clusters, max clus, min clus
1,1.3551587301587302,5,3,2
2,1.3993506493506493,4,4,3
3,1.228744939271255,3,5,4
4,1.286111111111111,3,5,4
5,1.486888111888112,4,4,3
6,1.2358674463937622,3,5,4
7,1.1967418546365916,3,5,4
8,1.284965034965035,4,4,3
9,1.3010526315789472,3,5,4
10,1.3993506493506493,4,4,3
11,1.2358674463937622,3,5,4
12,1.3063467492260061,4,4,2
13,1.3010526315789472,3,5,4
14,1.4968316707447142,4,4,2
15,1.486888111888112,4,4,3
16,1.2729044834307992,3,6,3
17,1.3010526315789472,3,5,4
18,1.3936071238702818,5,3,2
19,1.218671679197995,3,5,4
20,1.486888111888112,4,4,3
21,1.4109730848861284,3,5,4
22,1.2878787878787878,3,5,4
23,1.2424749163879598,3,5,4
24,1.4924242424242422,4,5,2
25,1.1710463449593884,3,5,4
26,1.2380952380952381,3,5,4
27,1.3172161172161172,3,5,4
28,1.4006349206349205,3,5,4
29,1.2975912975912975,3,5,4
30,1.3010526315789472,3,5,4
31,1.3139034878165312,3,5,4
