It No., Best MQ, No clusters, max clus, min clus
1,2.0786886541450436,8,3,3
2,1.9338316722037652,6,4,4
3,2.0940964264493678,8,3,3
4,1.8443135712192036,6,4,4
5,1.9041097709828358,6,4,4
6,1.9186413339974857,6,4,4
7,1.7546754012271255,6,4,4
8,2.02275668888245,7,4,3
9,1.8813047096361322,7,4,3
10,1.8799326393203373,6,4,4
11,1.9888508949679162,7,4,3
12,1.9781428147297537,8,3,3
13,1.841967541770344,6,4,4
14,2.0018623818172214,7,4,3
15,2.025785570638512,7,4,3
16,2.0017380422691877,8,3,3
17,1.7849862401100791,10,3,2
18,2.0756071133940854,7,4,3
19,1.9806372549019609,8,3,3
20,1.9827195722696145,7,4,3
21,1.8773298961346923,5,5,4
22,1.9118789455274439,8,3,3
23,2.053380846484295,7,4,3
24,1.965231435231435,7,4,3
25,1.8972632159389375,5,5,4
26,1.5402643333677817,5,5,4
27,1.283213858158688,3,8,8
28,1.8721095997269757,6,4,4
29,1.868796205467044,6,4,4
30,1.8870535469911869,5,5,4
31,1.8436127777053173,6,4,4
