0: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
1: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
2: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
3: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
4: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
5: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
6: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
7: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
8: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
9: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
10: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
11: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
12: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
13: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
14: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
15: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
16: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
17: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
18: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
19: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
20: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
21: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
22: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
23: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
24: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
25: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
26: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
27: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
28: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
29: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
30: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
31: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
32: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
33: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
34: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
35: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
36: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 16, 4, 15], [18, 19, 17, 20]]
37: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 20, 4, 15], [18, 19, 17, 16]]
38: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 20, 4, 15], [18, 19, 17, 16]]
39: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 20, 4, 15], [18, 19, 17, 16]]
40: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 20, 4, 15], [18, 19, 17, 16]]
41: [[8, 5, 10, 2], [7, 1, 3, 6], [12, 13, 11, 9], [14, 20, 4, 15], [18, 19, 17, 16]]
