It No., Best MQ, No clusters, max clus, min clus
1,1.3936071238702816,4,4,3
2,1.4166666666666667,4,4,2
3,1.2729044834307992,3,5,4
4,1.3010526315789472,3,5,4
5,1.4648268398268398,4,4,3
6,1.3984189723320157,3,6,3
7,1.3398268398268398,3,5,3
8,1.3321092700403045,4,5,2
9,1.335064935064935,3,5,3
10,1.4608585858585859,4,5,2
11,1.3010526315789472,3,5,4
12,1.375,3,5,3
13,1.3141007599211934,3,6,3
14,1.3118181818181818,5,5,2
15,1.327380952380952,4,4,2
16,1.3894300144300145,4,4,2
17,1.4109730848861282,3,5,4
18,1.3454739704739707,5,4,1
19,1.4067460317460316,4,4,2
20,1.3928571428571428,5,4,2
21,1.3010526315789472,3,5,4
22,1.346969696969697,4,5,2
23,1.5064935064935066,4,4,2
24,1.375,3,6,3
25,1.2975912975912975,3,5,4
26,1.385064935064935,4,6,2
27,1.349206349206349,3,5,4
28,1.2895238095238093,3,5,3
29,1.2878787878787878,3,5,4
30,1.3551587301587302,4,4,3
31,1.5064935064935066,4,4,2
