0: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
1: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
2: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
3: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
4: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
5: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
6: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
7: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
8: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
9: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
10: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
11: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
12: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
13: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
14: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
15: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
16: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
17: [[9, 2, 1, 10, 3], [6, 4, 5, 15, 14], [8, 7, 13, 11, 19], [12, 16, 17, 18, 20], [23, 21, 22, 24]]
