It No., Best MQ, No clusters, max clus, min clus
1,1.415064935064935,3,5,3
2,1.2548340548340549,3,7,2
3,1.3769696969696967,4,5,2
4,1.3585858585858586,3,8,2
5,1.4166666666666667,4,4,2
6,1.3454739704739707,5,4,1
7,1.3150134889265324,4,5,2
8,1.2,5,4,2
9,1.3737373737373737,4,6,2
10,1.5064935064935066,4,4,2
11,1.3063467492260061,4,4,2
12,1.3038302277432712,4,5,2
13,1.3172161172161172,3,5,4
14,1.3035714285714286,3,5,4
15,1.4415584415584415,4,4,3
16,1.3993506493506493,4,4,3
17,1.4648268398268398,4,4,3
18,1.4246031746031746,5,4,2
19,1.2570048309178743,4,6,1
20,1.4099511599511598,4,5,2
21,1.4117965367965368,5,3,2
22,1.3869047619047619,5,3,2
23,1.385064935064935,4,6,2
24,1.3984189723320157,4,4,2
25,1.3948051948051947,5,3,2
26,1.1983805668016194,3,5,4
27,1.3172161172161172,3,5,4
28,1.3527777777777779,3,6,3
29,1.4891774891774894,4,4,3
30,1.371212121212121,4,6,2
31,1.1804531804531804,4,6,2
