0: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
1: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
2: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
3: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
4: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
5: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
6: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
7: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
8: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
9: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
10: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
11: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
12: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
13: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
14: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
15: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
16: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
17: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
18: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
19: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
20: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
21: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
22: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
23: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
24: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
25: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
26: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
27: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
28: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
29: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
30: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
31: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
32: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
33: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
34: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
35: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
36: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
37: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
38: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
39: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
40: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
41: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
42: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
43: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
44: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
45: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
46: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
47: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
48: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
49: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
50: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
51: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
52: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
53: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
54: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
55: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
56: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
57: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
58: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
59: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
60: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
61: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
62: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
63: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
64: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
65: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
66: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
67: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
68: [[34, 7, 43, 39, 2], [48, 40, 44, 60, 47, 18], [56, 11, 12, 4, 23, 25], [41, 3, 1, 30], [16, 5, 8, 17, 21, 13], [9, 15, 24, 6, 10, 31], [19, 26, 20, 32], [22, 33, 14, 28, 38, 27, 35, 36], [45, 29, 37, 42, 53], [50, 46, 51, 52, 58], [54, 55, 49, 57, 59]]
