It No., Best MQ, No clusters, max clus, min clus
1,2.027509881422925,5,4,4
2,1.821067821067821,4,6,4
3,2.007399744880151,4,6,4
4,1.7859622820168863,4,5,5
5,1.9142738646574964,4,6,4
6,2.2722717369776193,5,5,3
7,2.007399744880151,4,6,4
8,1.7417660575555312,3,7,6
9,2.314461753080679,5,5,3
10,1.7734733330806263,3,7,6
11,2.160628789804991,6,5,2
12,1.9168350168350168,4,5,5
13,1.8095785440613026,3,7,6
14,1.944522868435912,5,4,4
15,2.1256487600881195,5,4,4
16,1.9168350168350168,4,5,5
17,2.031941031941032,5,6,1
18,1.9168350168350168,4,5,5
19,1.7693383038210624,3,7,6
20,2.129587803500847,6,4,2
21,1.9168350168350168,4,5,5
22,1.998755672668716,5,4,4
23,1.9251752569830374,5,6,2
24,1.8498007368975111,4,5,5
25,2.002832512315271,4,6,4
26,2.244371248719075,6,5,2
27,2.0875180375180378,6,4,2
28,1.9168350168350168,4,5,5
29,1.8970588235294117,4,6,2
30,1.9168350168350168,4,5,5
31,1.9998449972874524,5,5,3
