0: [[7, 35, 1, 2, 14, 11, 27, 3, 20, 4, 12], [5, 24, 9, 15, 25, 13, 19, 8, 16, 17, 10, 21, 6], [26, 18, 22, 30, 31, 23, 38, 28, 44, 40, 34, 43], [29, 33, 37, 36, 32, 39, 42, 46, 41, 45, 47, 51], [49, 50, 52, 48, 53, 55, 54, 59, 56, 57, 58, 60]]
1: [[7, 35, 1, 2, 14, 11, 27, 3, 20, 4], [12, 5, 24, 6, 9, 8, 10, 29, 15, 16, 13, 21, 17], [22, 23, 18, 31, 19, 25, 26, 28, 30, 40, 41, 37, 32], [33, 38, 34, 36, 39, 43, 42, 44, 46, 45, 47, 51], [57, 48, 52, 53, 55, 49, 54, 56, 50, 58, 59, 60]]
2: [[7, 35, 1, 2, 14, 11, 27, 3, 20, 4, 12, 5, 24], [6, 8, 13, 10, 9, 15, 25, 16, 19, 29, 21, 17], [22, 18, 23, 28, 26, 31, 30, 40, 32, 33], [36, 37, 34, 39, 38, 43, 41, 46, 42, 47, 45, 44, 51], [57, 52, 48, 49, 55, 50, 53, 54, 56, 58, 59, 60]]
3: [[7, 35, 1, 2, 14, 11, 27, 3, 20, 4, 12], [5, 24, 6, 10, 9, 8, 13, 15, 18, 16, 17, 21], [22, 31, 19, 26, 23, 30, 29, 25, 28, 40, 41, 32, 43], [36, 37, 33, 34, 46, 45, 38, 44, 39, 42, 47, 51], [57, 50, 49, 53, 48, 55, 54, 52, 59, 58, 56, 60]]
4: [[7, 35, 1, 2, 14, 11, 27, 3, 20, 4, 12, 5, 24], [6, 8, 13, 9, 10, 15, 17, 16, 26, 21], [19, 23, 18, 22, 28, 25, 29, 30, 31, 40, 38, 43], [32, 36, 39, 37, 46, 33, 34, 41, 42, 45, 44, 47, 51], [48, 50, 49, 60, 53, 52, 54, 59, 58, 56, 55, 57]]
5: [[7, 35, 1, 2, 14, 11, 27, 3, 20, 4, 12, 5], [24, 8, 6, 9, 10, 13, 15, 16, 17, 18, 21, 19, 30], [23, 22, 25, 31, 26, 47, 28, 44, 34, 39, 36], [29, 33, 40, 32, 41, 38, 42, 43, 37, 45, 46, 51], [49, 50, 48, 54, 53, 55, 52, 58, 56, 57, 59, 60]]
6: [[7, 35, 1, 2, 14, 11, 27, 3, 20, 4, 12, 5], [24, 8, 6, 9, 10, 13, 15, 16, 17, 18, 21, 19, 30], [23, 22, 25, 31, 26, 47, 28, 44, 34, 39, 36], [29, 33, 40, 32, 41, 38, 42, 43, 37, 45, 46, 51], [49, 50, 48, 54, 53, 55, 52, 58, 56, 57, 59, 60]]
7: [[7, 35, 1, 2, 14, 11, 27, 3, 20, 4, 12, 5], [24, 9, 8, 29, 6, 13, 10, 16, 17, 15, 21, 28], [26, 22, 23, 18, 25, 19, 30, 41, 40, 34, 38], [47, 36, 39, 31, 32, 37, 46, 42, 33, 45, 43, 44, 51], [56, 52, 48, 53, 50, 55, 54, 57, 49, 59, 58, 60]]
8: [[7, 35, 1, 2, 14, 11, 27, 3, 20, 4, 12, 5, 24], [6, 9, 8, 10, 13, 31, 17, 15, 18, 21, 16], [26, 19, 22, 30, 29, 28, 23, 25, 40, 32, 38, 37], [47, 34, 36, 41, 39, 46, 42, 43, 33, 45, 44, 51], [48, 52, 49, 50, 53, 55, 54, 57, 58, 56, 59, 60]]
9: [[7, 35, 1, 2, 14, 11, 27, 3, 20, 4, 12, 5, 24], [6, 13, 9, 8, 15, 10, 17, 16, 18, 21, 26], [23, 19, 22, 28, 25, 30, 31, 29, 40, 32, 34, 37], [43, 33, 36, 38, 44, 45, 39, 42, 41, 46, 47, 51], [48, 50, 52, 55, 49, 53, 60, 57, 58, 56, 54, 59]]
10: [[7, 35, 1, 2, 14, 11, 27, 3, 20, 4, 12], [5, 24, 10, 9, 13, 15, 16, 6, 18, 8, 17, 21], [19, 31, 23, 22, 28, 26, 30, 25, 29, 40, 32, 33, 43], [37, 36, 38, 39, 45, 34, 44, 50, 41, 46, 42, 51], [48, 47, 52, 53, 54, 55, 56, 49, 59, 58, 57, 60]]
