0: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
1: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
2: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
3: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
4: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
5: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
6: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
7: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
8: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
9: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
10: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
11: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
12: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
13: [[3, 8, 1, 5], [10, 6, 9, 11, 4], [7, 12, 2, 13]]
14: [[3, 8, 1, 5, 10], [6, 9, 11, 4], [7, 12, 2, 13]]
15: [[3, 8, 1, 5, 10], [6, 9, 11, 4], [7, 12, 2, 13]]
16: [[3, 8, 1, 5, 10], [6, 9, 11, 4], [7, 12, 2, 13]]
17: [[3, 8, 1, 5, 10], [6, 9, 11, 4], [7, 12, 2, 13]]
18: [[3, 8, 1, 5, 10], [6, 9, 11, 4], [7, 12, 2, 13]]
19: [[3, 8, 1, 5, 10], [6, 9, 11, 4], [7, 12, 2, 13]]
20: [[3, 8, 1, 5, 10], [6, 9, 11, 4], [7, 12, 2, 13]]
21: [[3, 8, 1, 5, 10], [6, 9, 11, 4], [7, 12, 2, 13]]
22: [[3, 8, 1, 5, 10], [6, 9, 11, 4], [7, 12, 2, 13]]
23: [[3, 8, 1, 5], [10, 6, 9, 11], [4, 7, 12, 2, 13]]
24: [[3, 8, 1, 5], [10, 6, 9, 11], [4, 7, 12, 2, 13]]
25: [[3, 8, 1, 5], [10, 6, 9, 11], [4, 7, 12, 2, 13]]
