0: [[35, 23, 7, 3, 34, 2], [13, 28, 25, 4, 6, 21], [5, 1, 14, 8], [9, 17], [11], [15, 16, 10, 18], [22], [20, 19, 24, 27, 31], [26], [30, 45, 32, 33, 38, 36, 42], [37, 40, 29, 12], [39, 43, 46], [41, 47, 44], [50], [51, 52], [49, 57, 55, 53], [54, 56], [58, 48], [59, 60]]
1: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 12, 9, 13, 10, 15, 16, 17, 21, 31, 18, 23, 24, 28], [26, 29, 22, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
2: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 13, 10, 15, 12, 28, 17, 24, 18, 9, 16, 23, 21, 26, 31], [29, 22, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
3: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 13, 10, 15, 12, 28, 17, 24, 18, 9, 16, 23, 21, 26, 31], [29, 22, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
4: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 10, 9, 31, 28, 16, 6, 12, 15, 18, 21, 23, 17, 26, 24], [29, 22, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
5: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 10, 9, 15, 28, 16, 12, 31, 13, 18, 17, 23, 21, 26, 24], [29, 22, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
6: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 12, 10, 9, 13, 17, 23, 15, 21, 16, 18, 26, 24, 28], [31, 29, 22, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
7: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 10, 9, 13, 12, 18, 23, 15, 17, 21, 16, 28, 26, 24], [22, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
8: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 12, 18, 13, 15, 9, 16, 22, 23, 26, 24, 28, 10, 21, 6], [29, 31, 17, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
9: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 6, 18, 10, 9, 17, 12, 31, 22, 23, 21, 28, 15, 24, 16], [26, 29, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
10: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 10, 9, 13, 12, 21, 15, 16, 24, 23, 17, 22, 18, 28], [31, 29, 26, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
11: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 10, 12, 6, 18, 15, 13, 17, 16, 23, 21, 22, 24, 28], [26, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
12: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 12, 10, 9, 15, 28, 16, 13, 18, 6, 23, 17, 22, 21, 24], [26, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
13: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 6, 12, 13, 21, 18, 28, 22, 17, 23, 16, 10, 15, 24], [26, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
14: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 13, 15, 28, 12, 16, 6, 31, 21, 18, 10, 23, 26, 17], [22, 24, 29, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
15: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 6, 10, 13, 15, 22, 12, 21, 18, 23, 24, 17, 26, 16, 28], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
16: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 10, 17, 9, 13, 15, 12, 21, 16, 18, 22, 23, 24, 28, 26], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
17: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 13, 9, 12, 15, 28, 10, 18, 22, 16, 26, 17, 24, 21, 23], [31, 29, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
18: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 12, 6, 13, 10, 9, 17, 15, 18, 21, 16, 23, 26, 24, 28, 22], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
19: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 10, 6, 12, 13, 15, 18, 23, 22, 16, 17, 21, 26, 24, 28], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
20: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 12, 22, 16, 13, 15, 10, 21, 17, 26, 18, 23, 24, 28, 6], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
21: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 10, 9, 13, 12, 23, 15, 17, 21, 18, 22, 16, 26, 24, 28], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
22: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 21, 6, 22, 15, 17, 18, 10, 13, 26, 9, 24, 12, 23, 16, 28], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
23: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 12, 6, 9, 10, 13, 15, 17, 16, 22, 26, 21, 23, 24, 18, 28], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
24: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 10, 13, 12, 9, 18, 15, 21, 17, 28, 16, 23, 22, 24, 26], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
25: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 12, 9, 10, 15, 16, 13, 17, 24, 18, 26, 28, 23, 21, 22, 6], [31, 29, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
26: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 6, 9, 17, 15, 28, 21, 12, 16, 18, 10, 24, 23, 22, 26], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
27: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 12, 6, 9, 17, 10, 13, 16, 21, 15, 22, 23, 18, 26, 28, 24], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
28: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 21, 9, 22, 12, 18, 6, 10, 13, 26, 15, 24, 17, 23, 16, 28], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
29: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 13, 12, 10, 15, 18, 23, 26, 17, 21, 16, 24, 22, 28, 6], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
30: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 12, 23, 17, 10, 6, 13, 15, 28, 21, 16, 18, 22, 24, 26], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
31: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 21, 9, 22, 12, 18, 6, 10, 13, 26, 15, 24, 17, 23, 16, 28], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
32: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 9, 15, 28, 26, 22, 17, 12, 6, 10, 21, 23, 16, 18, 24], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
33: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 9, 10, 13, 12, 29, 28, 23, 15, 16, 18, 21, 24, 31, 26], [17, 22, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
34: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 10, 9, 15, 13, 12, 17, 23, 21, 18, 16, 28, 22, 31], [26, 29, 24, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
35: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 12, 9, 13, 10, 16, 22, 31, 21, 15, 17, 18, 28, 23], [26, 29, 24, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
36: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 12, 10, 9, 13, 16, 22, 31, 21, 15, 17, 23, 28, 18], [24, 29, 26, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
37: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 10, 9, 13, 12, 18, 22, 31, 21, 15, 16, 17, 28, 23], [26, 29, 24, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
38: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [13, 6, 26, 9, 17, 12, 31, 15, 10, 21, 18, 23, 28, 24, 16], [22, 29, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
39: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [6, 10, 15, 13, 12, 16, 9, 17, 18, 28, 24, 23, 26, 21, 31], [29, 22, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
40: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 13, 15, 28, 12, 22, 6, 17, 18, 21, 23, 10, 26, 16], [24, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
41: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 9, 10, 15, 6, 12, 17, 22, 18, 23, 16, 28, 26, 21], [24, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
42: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 13, 6, 12, 10, 15, 22, 23, 16, 17, 18, 28, 26, 21], [24, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
43: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 10, 12, 9, 15, 26, 13, 21, 17, 22, 16, 18, 28, 23], [24, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
44: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 6, 9, 12, 28, 16, 22, 15, 10, 18, 26, 23, 17, 21], [31, 24, 29, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
45: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 15, 26, 22, 12, 28, 13, 17, 23, 18, 16, 10, 21, 6], [24, 31, 29, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
46: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [6, 12, 9, 10, 15, 28, 16, 13, 21, 31, 18, 22, 24, 23, 26], [29, 17, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
47: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [9, 10, 13, 12, 6, 16, 23, 21, 18, 22, 15, 31, 24, 26, 28], [29, 17, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
48: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [13, 9, 12, 15, 10, 6, 18, 21, 22, 23, 28, 16, 24, 31, 26], [29, 17, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
49: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [13, 9, 6, 12, 15, 22, 10, 18, 21, 26, 23, 16, 24, 31, 28], [29, 17, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
50: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [6, 31, 10, 15, 13, 28, 18, 9, 22, 12, 16, 21, 23, 17, 24], [29, 26, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
51: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [21, 9, 13, 6, 31, 10, 22, 15, 24, 12, 17, 16, 23, 18, 28], [29, 26, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
52: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 9, 6, 15, 24, 12, 17, 22, 26, 23, 21, 10, 16, 31, 28], [29, 18, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
53: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 13, 6, 10, 15, 12, 26, 9, 16, 18, 17, 29, 28, 21, 23, 24], [22, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
54: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 10, 6, 12, 28, 16, 13, 21, 15, 23, 26, 22, 17, 24], [31, 29, 18, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
55: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 10, 6, 15, 22, 24, 12, 17, 16, 13, 21, 23, 26, 28], [18, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
56: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 9, 12, 15, 6, 10, 16, 22, 31, 13, 18, 24, 21, 28, 17], [26, 29, 23, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
57: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [9, 12, 10, 6, 15, 16, 22, 23, 13, 18, 24, 21, 26, 17, 28], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
58: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [9, 12, 13, 6, 10, 22, 15, 23, 28, 26, 16, 17, 18, 21, 24], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
59: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [10, 12, 6, 15, 28, 13, 9, 16, 17, 22, 18, 23, 21, 26, 24], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
60: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [13, 9, 10, 6, 12, 16, 15, 23, 21, 18, 26, 22, 24, 17, 28], [31, 29, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
61: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [9, 12, 28, 17, 15, 13, 23, 16, 22, 18, 26, 24, 10, 21, 6], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
62: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [6, 10, 13, 12, 9, 18, 15, 21, 17, 28, 16, 23, 22, 24, 26], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
63: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [6, 9, 13, 12, 22, 15, 10, 17, 18, 16, 21, 23, 24, 26, 28], [29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
64: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 10, 6, 22, 12, 13, 28, 9, 15, 24, 18, 17, 31, 16, 21, 26], [29, 23, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
65: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 12, 6, 9, 15, 13, 16, 17, 28, 22, 10, 18, 21, 24, 26, 31], [29, 23, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
66: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 12, 9, 13, 10, 18, 15, 17, 21, 22, 16, 28, 26, 24], [23, 29, 31, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
67: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25], [8, 6, 9, 10, 13, 24, 12, 15, 21, 22, 18, 26, 16, 23, 31], [28, 29, 17, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
68: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [9, 13, 10, 12, 15, 17, 6, 22, 21, 31, 16, 23, 26, 18, 28], [24, 29, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
69: [[35, 20, 7, 1, 33, 14, 27, 19, 2, 11, 3, 30, 4, 5, 25, 8], [6, 9, 10, 12, 13, 18, 15, 26, 17, 23, 21, 22, 31, 16, 28], [24, 29, 38, 36, 34, 43, 32, 37, 39, 45, 40, 42, 41, 44, 46], [47, 49, 48, 55, 54, 51, 59, 52, 50, 53, 56, 58, 60, 57]]
