0: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
1: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
2: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
3: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
4: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
5: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
6: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
7: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
8: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
9: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
10: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
11: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
12: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
13: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
14: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
15: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
16: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
17: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
18: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
19: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
20: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
21: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
22: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
23: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
24: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
25: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
26: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
27: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
28: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
29: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
30: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
31: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
32: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
33: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
34: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
35: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
36: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
37: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
38: [[13, 7, 11, 1], [3, 16, 4, 6], [2, 10, 14, 9], [5, 8, 12, 15], [17, 18, 19, 20], [23, 21, 22, 24]]
