0: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
1: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
2: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
3: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
4: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
5: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
6: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
7: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
8: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
9: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
10: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
11: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
12: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
13: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
14: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
15: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
16: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
17: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
18: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
19: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
20: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
21: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
22: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
23: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
24: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
25: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
26: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
27: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
28: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
29: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
30: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
31: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
32: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
33: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
34: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
35: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
36: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
37: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
38: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
39: [[6, 16, 2, 15], [11, 8, 3, 1], [7, 9, 5, 10], [4, 13, 12, 14], [18, 17, 19, 20]]
