It No., Best MQ, No clusters, max clus, min clus
1,2.1305453780600336,7,9,2
2,2.012721974343208,8,4,1
3,2.0185010214504597,6,9,3
4,1.8998870602179743,7,6,2
5,1.896072261072261,5,8,3
6,1.966637869468058,5,11,2
7,1.895193886573197,7,5,3
8,2.034115179252479,6,6,2
9,2.052569187583843,7,9,2
10,2.0445921260216124,7,4,3
11,1.9037335610269732,7,5,2
12,2.03810843877781,8,4,2
13,1.8557017198501282,7,5,2
14,1.9768125153419271,9,4,2
15,1.9015470494417863,5,9,3
16,1.9842749993632236,6,5,3
17,2.037704293430806,9,4,2
18,1.9989125398844516,7,6,3
19,2.1252665654352314,8,6,2
20,1.981798941798942,8,7,1
21,2.0607690202517785,7,9,2
22,1.7221534653465347,3,10,4
23,1.9699805379613389,9,4,2
24,2.026918250831294,7,6,2
25,2.0864924085576257,9,5,2
26,2.0158906042665774,8,4,1
27,1.9596128406385043,5,10,3
28,1.9244924737571796,10,3,1
29,1.9408720436529703,6,6,3
30,2.04936035290874,7,7,2
31,1.946638603621657,6,10,2
