0: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
1: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
2: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
3: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
4: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
5: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
6: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
7: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
8: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
9: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
10: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
11: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
12: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
13: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
14: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
15: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
16: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
17: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
18: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
19: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
20: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
21: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
22: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
23: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
24: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
25: [[1, 12, 5, 2, 3], [4, 9, 6, 10], [11, 8, 7, 13]]
