0: [[40, 35, 27, 1, 4, 2, 7, 3], [5, 12, 18, 28, 8, 14, 11, 9, 22, 10, 6, 13, 29, 15, 16, 25, 17, 23, 24, 21, 30], [20, 19, 26, 31, 37, 32, 51], [33, 34, 38, 36, 39, 44, 47, 41, 42, 46, 45, 43], [48, 54, 49, 53, 50, 52, 55, 56, 58, 59, 60, 57]]
1: [[40, 35, 27, 1, 4, 2, 7, 3], [5, 12, 18, 28, 8, 14, 11, 9, 22, 6, 10, 15, 21, 23, 16, 17, 13, 25, 24, 29, 30], [20, 19, 26, 31, 37, 32, 51], [33, 34, 38, 36, 39, 44, 47, 41, 42, 46, 45, 43], [48, 54, 49, 53, 50, 52, 55, 56, 58, 59, 60, 57]]
2: [[40, 35, 27, 1, 4, 2, 7, 3], [5, 12, 18, 28, 8, 14, 11, 9, 22, 10, 6, 13, 29, 15, 16, 17, 23, 21, 25, 24, 30], [20, 19, 26, 31, 37, 32, 51], [33, 34, 38, 36, 39, 44, 47, 41, 42, 46, 45, 43], [48, 54, 49, 53, 50, 52, 55, 56, 58, 59, 60, 57]]
3: [[40, 35, 27, 1, 4, 2, 7, 3], [5, 12, 18, 28, 8, 14, 11, 9, 22, 6, 10, 13, 29, 15, 16, 17, 23, 21, 24, 25, 30], [20, 19, 26, 31, 37, 32, 51], [33, 34, 38, 36, 39, 44, 47, 41, 42, 46, 45, 43], [48, 54, 49, 53, 50, 52, 55, 56, 58, 59, 60, 57]]
4: [[40, 35, 27, 1, 4, 2, 7, 3], [5, 12, 18, 28, 8, 14, 11, 9, 22, 10, 6, 13, 29, 15, 16, 17, 21, 23, 24, 25, 30], [20, 19, 26, 31, 37, 32, 51], [33, 34, 38, 36, 39, 44, 47, 41, 42, 46, 45, 43], [48, 54, 49, 53, 50, 52, 55, 56, 58, 59, 60, 57]]
5: [[40, 35, 27, 1, 4, 2, 7, 3], [5, 12, 18, 28, 8, 14, 11, 9, 22, 10, 6, 15, 17, 13, 16, 21, 23, 24, 25, 29, 30], [20, 19, 26, 31, 37, 32, 51], [33, 34, 38, 36, 39, 44, 47, 41, 42, 46, 45, 43], [48, 54, 49, 53, 50, 52, 55, 56, 58, 59, 60, 57]]
6: [[40, 35, 27, 1, 4, 2, 7, 3], [5, 12, 18, 28, 8, 14, 11, 9, 22, 6, 10, 15, 21, 23, 16, 13, 17, 29, 24, 25, 30], [20, 19, 26, 31, 37, 32, 51], [33, 34, 38, 36, 39, 44, 47, 41, 42, 46, 45, 43], [48, 54, 49, 53, 50, 52, 55, 56, 58, 59, 60, 57]]
7: [[40, 35, 27, 1, 4, 2, 7, 3], [5, 12, 18, 28, 8, 14, 11, 9, 22, 10, 6, 15, 21, 23, 16, 17, 13, 25, 29, 24, 30], [20, 19, 26, 31, 37, 32, 51], [33, 34, 38, 36, 39, 44, 47, 41, 42, 46, 45, 43], [48, 54, 49, 53, 50, 52, 55, 56, 58, 59, 60, 57]]
8: [[40, 35, 27, 1, 4, 2, 7, 3], [5, 12, 18, 28, 8, 14, 11, 9, 22, 6, 10, 13, 29, 15, 16, 17, 23, 21, 25, 24, 30], [20, 19, 26, 31, 37, 32, 51], [33, 34, 38, 36, 39, 44, 47, 41, 42, 46, 45, 43], [48, 54, 49, 53, 50, 52, 55, 56, 58, 59, 60, 57]]
9: [[40, 35, 27, 1, 4, 2, 7, 3], [5, 12, 18, 28, 8, 14, 11, 9, 22, 10, 6, 15, 21, 13, 16, 17, 23, 29, 25, 24, 30], [20, 19, 26, 31, 37, 32, 51], [33, 34, 38, 36, 39, 44, 47, 41, 42, 46, 45, 43], [48, 54, 49, 53, 50, 52, 55, 56, 58, 59, 60, 57]]
