0: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
1: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
2: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
3: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
4: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
5: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
6: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
7: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
8: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
9: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
10: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
11: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
12: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
13: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
14: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
15: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
16: [[15, 22, 18], [9, 1, 2], [5, 13, 6], [7, 11, 8], [14, 10, 12], [3, 16, 4], [19, 17, 20], [21, 23, 24]]
