It No., Best MQ, No clusters, max clus, min clus
1,3.621445080659877,26,4,1
2,3.3111893513958814,30,4,2
3,3.904071816475943,26,4,2
4,3.0907070374217094,24,8,1
5,3.7264496127027247,29,4,2
6,3.5988190755059755,28,6,2
7,3.7457805525714605,31,4,2
8,3.6777478819995206,28,4,2
9,3.9247534285102104,29,8,2
10,4.116904585260154,33,4,1
11,3.9625292933229908,34,4,1
12,3.3218036163401887,25,8,2
13,4.052750647500562,24,5,2
14,4.220637128773721,29,5,2
15,3.8282282510838104,31,4,1
16,3.8280562126953748,33,5,1
17,3.680924235954199,31,4,2
18,3.3539316090183364,25,11,2
19,3.9330419889056785,29,4,1
20,3.419518405258635,27,5,2
21,3.4444572907372706,33,6,1
22,2.8709345020044577,20,7,2
23,3.714451569270396,31,4,1
24,3.7957227177705484,27,18,1
25,3.8116575972395075,23,13,1
26,3.937344996816028,24,18,2
27,4.227231239924225,24,6,2
28,3.2861268370875143,20,9,2
29,3.479636881405533,27,7,2
30,4.03405353191124,31,4,2
31,3.7058307492406204,31,8,1
