It No., Best MQ, No clusters, max clus, min clus
1,1.289782608695652,3,5,4
2,1.1051341589267285,4,4,3
3,1.309090909090909,3,5,4
4,1.2025652366209643,3,5,4
5,1.289782608695652,3,5,4
6,1.289782608695652,3,5,4
7,1.1353383458646615,3,5,4
8,1.1689255189255188,6,3,2
9,1.2028985507246377,3,5,4
10,1.2234335839598998,4,4,3
11,1.2704032809295966,4,4,3
12,1.2137470372764492,3,5,4
13,1.2287157287157287,5,3,2
14,1.2101587301587302,3,5,4
15,1.3109730848861285,3,5,4
16,1.1623979735434844,4,4,3
17,1.235617039964866,4,4,3
18,1.036577540106952,3,5,4
19,1.254120879120879,4,4,3
20,1.1468008255933952,4,4,3
21,1.4006349206349205,3,5,4
22,1.2878787878787878,3,5,4
23,1.1573720397249807,4,4,3
24,1.2431704260651628,4,4,3
25,1.1410526315789473,3,5,4
26,1.4868881118881119,4,4,3
27,1.309090909090909,3,5,4
28,1.375,4,4,3
29,1.2704032809295969,4,4,3
30,1.2207792207792207,3,5,4
31,1.3139097744360901,3,5,4
