0: [[3, 8, 1], [2, 7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
1: [[3, 8, 1], [2, 7, 5, 10], [12, 13, 11, 9], [14, 15, 16, 6, 4], [17, 18, 19, 20]]
2: [[3, 8, 1], [2, 7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
3: [[3, 8, 1], [2, 7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
4: [[3, 8, 1], [2, 7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
5: [[3, 8, 1], [2, 7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
6: [[3, 8, 1], [2, 7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
7: [[3, 8, 1], [2, 7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
8: [[3, 8, 1], [2, 7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
9: [[3, 8, 1], [2, 7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
10: [[3, 8, 1], [2, 7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
11: [[3, 8, 1], [2, 7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
12: [[3, 8, 1, 2], [7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
13: [[3, 8, 1, 2], [7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
14: [[3, 8, 1, 2], [7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
15: [[3, 8, 1, 2], [7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
16: [[3, 8, 1, 2], [7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
17: [[3, 8, 1, 2], [7, 5, 10], [12, 13, 11, 9], [14, 15, 16, 6, 4], [17, 18, 19, 20]]
18: [[3, 8, 1, 2], [7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
19: [[3, 8, 1, 2], [7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
20: [[3, 8, 1, 2], [7, 5, 10], [12, 13, 11, 9], [14, 15, 6, 16, 4], [17, 18, 19, 20]]
21: [[3, 8, 1, 2], [7, 5, 10], [12, 13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
22: [[3, 8, 1, 2], [7, 5, 10, 12], [13, 11, 9], [14, 6, 16, 4, 15], [17, 18, 19, 20]]
23: [[3, 8, 1, 2], [7, 5, 10, 12], [13, 11, 9], [14, 16, 6, 15, 4], [17, 18, 19, 20]]
24: [[3, 8, 1, 2], [7, 5, 10, 12], [13, 11, 9], [14, 15, 16, 6, 4], [17, 18, 19, 20]]
25: [[3, 8, 1, 2], [7, 5, 10, 12], [13, 11, 9], [15, 14, 16, 6, 4], [17, 18, 19, 20]]
26: [[3, 8, 1, 2], [7, 5, 10, 12], [13, 11, 9], [15, 6, 16, 14, 4], [17, 18, 19, 20]]
27: [[3, 8, 1, 2], [7, 5, 10], [12, 13, 11, 9], [14, 19, 6, 15, 4], [17, 18, 16, 20]]
28: [[3, 8, 1, 2], [7, 5, 10], [12, 13, 6, 9], [15, 11, 16, 14, 4], [17, 18, 19, 20]]
29: [[3, 8, 1, 2, 7], [5, 10, 12, 13, 9], [11, 15], [14, 16, 6, 4], [17, 18, 19, 20]]
30: [[3, 8, 1, 2, 7], [5, 10, 12, 13, 9], [11, 15], [14, 16, 6, 4], [17, 18, 19, 20]]
31: [[3, 8, 1, 2, 7], [5, 10, 12, 13, 9], [11, 15], [14, 16, 6, 4], [17, 18, 19, 20]]
32: [[3, 8, 1, 2, 7], [5, 10, 12, 13, 9], [11, 14, 15], [16, 6, 4], [17, 18, 19, 20]]
33: [[3, 8, 1, 2, 7], [5, 10, 12, 13], [11, 9, 15], [14, 16, 6, 4], [17, 18, 19, 20]]
34: [[3, 8, 1, 2, 7], [5, 10, 12, 13], [11, 9, 15], [14, 16, 6, 4], [17, 18, 19, 20]]
35: [[3, 8, 1, 2, 7], [5, 10, 12, 13], [11, 9, 15], [14, 16, 6, 4], [17, 18, 19, 20]]
36: [[3, 8, 1, 2, 7], [5, 10, 12, 13], [11, 9, 14], [4, 6, 15, 16], [17, 18, 19, 20]]
37: [[3, 8, 1, 2, 7], [5, 10, 12, 13], [11, 9, 14], [15, 16, 6, 4], [17, 18, 19, 20]]
38: [[3, 8, 1, 2, 7], [5, 10, 12, 13], [11, 9, 15, 14], [16, 6, 4], [17, 18, 19, 20]]
39: [[3, 8, 1, 2, 7], [5, 10, 12, 13], [11, 9, 15, 14], [16, 6, 4], [17, 18, 19, 20]]
40: [[3, 8, 1, 2, 7], [5, 10, 12, 13], [11, 9, 14, 15], [16, 6, 4], [17, 18, 19, 20]]
41: [[3, 8, 1, 2, 7], [5, 10, 12, 13], [9, 6, 15], [11, 16, 14, 4], [17, 18, 19, 20]]
