0: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
1: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
2: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
3: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
4: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
5: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
6: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
7: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
8: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
9: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
10: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
11: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
12: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
13: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
14: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
15: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
16: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
17: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
18: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
19: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
20: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
21: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
22: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
23: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
24: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
25: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
26: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
27: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
28: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
29: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
30: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
31: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
32: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
33: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
34: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
35: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
36: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
37: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
38: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
39: [[3, 14, 1, 6, 4], [2, 5, 10, 8, 7], [9, 11, 13, 12, 16], [15, 20, 17, 19, 18]]
