0: [[14, 40, 35, 7, 11, 2, 1, 27, 25, 3, 4], [13, 28, 39, 5, 9, 24, 23, 8, 18, 10, 15, 12, 6, 16, 21, 30, 17, 29, 22], [19, 20, 26, 31, 33, 36, 32, 42, 37, 38, 46, 43, 51, 44, 45], [34, 57, 41, 47, 49, 48, 50, 52, 54, 53, 55, 59, 60, 58, 56]]
1: [[14, 40, 35, 7, 11, 2, 1, 27, 25, 3, 4], [13, 28, 39, 5, 9, 24, 23, 8, 18, 6, 15, 12, 10, 17, 22, 16, 21, 30, 29], [19, 20, 26, 31, 33, 36, 32, 42, 37, 38, 46, 43, 51, 44, 45], [34, 57, 41, 47, 49, 48, 50, 52, 54, 53, 55, 59, 60, 58, 56]]
2: [[14, 40, 35, 7, 11, 2, 1, 27, 25, 3, 4], [13, 28, 39, 5, 9, 24, 23, 8, 18, 6, 10, 12, 15, 17, 21, 30, 16, 22, 29], [19, 20, 26, 31, 33, 36, 32, 42, 37, 38, 46, 43, 51, 44, 45], [34, 57, 41, 47, 49, 48, 50, 52, 54, 53, 55, 59, 60, 58, 56]]
3: [[14, 40, 35, 7, 11, 2, 1, 27, 25, 3, 4], [13, 28, 39, 5, 9, 24, 23, 8, 18, 6, 10, 12, 15, 17, 21, 22, 16, 30, 29], [19, 20, 26, 31, 33, 36, 32, 42, 37, 38, 46, 43, 51, 44, 45], [34, 57, 41, 47, 49, 48, 50, 52, 54, 53, 55, 59, 60, 58, 56]]
4: [[14, 40, 35, 7, 11, 2, 1, 27, 25, 3, 4], [13, 28, 39, 5, 9, 24, 23, 8, 18, 12, 10, 6, 15, 22, 21, 30, 16, 17, 29], [19, 20, 26, 31, 33, 36, 32, 42, 37, 38, 46, 43, 51, 44, 45], [34, 57, 41, 47, 49, 48, 50, 52, 54, 53, 55, 59, 60, 58, 56]]
5: [[14, 40, 35, 7, 11, 2, 1, 27, 25, 3, 4], [13, 28, 39, 5, 9, 24, 23, 8, 18, 6, 15, 10, 12, 22, 21, 16, 17, 30, 29], [19, 20, 26, 31, 33, 36, 32, 42, 37, 38, 46, 43, 51, 44, 45], [34, 57, 41, 47, 49, 48, 50, 52, 54, 53, 55, 59, 60, 58, 56]]
6: [[14, 40, 35, 7, 11, 2, 1, 27, 25, 3, 4], [13, 28, 39, 5, 9, 24, 23, 8, 18, 10, 15, 6, 12, 16, 21, 22, 17, 30, 29], [19, 20, 26, 31, 33, 36, 32, 42, 37, 38, 46, 43, 51, 44, 45], [34, 57, 41, 47, 49, 48, 50, 52, 54, 53, 55, 59, 60, 58, 56]]
7: [[14, 40, 35, 7, 11, 2, 1, 27, 25, 3, 4], [13, 28, 39, 5, 9, 24, 23, 8, 18, 6, 10, 12, 15, 16, 21, 29, 22, 17, 30], [19, 20, 26, 31, 33, 36, 32, 42, 37, 38, 46, 43, 51, 44, 45], [34, 57, 41, 47, 49, 48, 50, 52, 54, 53, 55, 59, 60, 58, 56]]
8: [[14, 40, 35, 7, 11, 2, 1, 27, 25, 3, 4], [13, 28, 39, 5, 9, 24, 23, 8, 18, 6, 10, 12, 15, 16, 22, 30, 21, 17, 29], [19, 20, 26, 31, 33, 36, 32, 42, 37, 38, 46, 43, 51, 44, 45], [34, 57, 41, 47, 49, 48, 50, 52, 54, 53, 55, 59, 60, 58, 56]]
9: [[14, 40, 35, 7, 11, 2, 1, 27, 25, 3, 4], [13, 28, 39, 5, 9, 24, 23, 8, 18, 6, 10, 12, 15, 17, 21, 16, 22, 30, 29], [19, 20, 26, 31, 33, 36, 32, 42, 37, 38, 46, 43, 51, 44, 45], [34, 57, 41, 47, 49, 48, 50, 52, 54, 53, 55, 59, 60, 58, 56]]
