0: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
1: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
2: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
3: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
4: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
5: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
6: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
7: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
8: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
9: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
10: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
11: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
12: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
13: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
14: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
15: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
16: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
17: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
18: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
19: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
20: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
21: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
22: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
23: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
24: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
25: [[12, 5, 2, 3, 1], [6, 4, 8, 10], [7, 11, 9, 13]]
