0: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
1: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
2: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
3: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
4: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
5: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
6: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
7: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
8: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
9: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
10: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
11: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
12: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
13: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
14: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
15: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
16: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
17: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
18: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
19: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
20: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
21: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
22: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
23: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
24: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
25: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
26: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
27: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
28: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
29: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
30: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
31: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
32: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
33: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
34: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
35: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
36: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
37: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
38: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
39: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
40: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 16, 4, 15], [19, 17, 20, 18]]
41: [[7, 3, 6, 1], [2, 5, 8, 10], [13, 11, 12, 9], [14, 18, 4, 15], [19, 17, 20, 16]]
