0: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
1: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
2: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
3: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
4: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
5: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
6: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
7: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
8: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
9: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
10: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
11: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
12: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
13: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
14: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
15: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
16: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
17: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
18: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
19: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
20: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
21: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
22: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
23: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
24: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
25: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
26: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
27: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
28: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
29: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
30: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
31: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
32: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
33: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
34: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
35: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
36: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
37: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
38: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
39: [[19, 15, 20, 4, 18], [17, 6, 14, 3, 1], [2, 10, 7, 5, 8], [9, 11, 12, 13, 16]]
