0: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
1: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
2: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
3: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
4: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
5: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
6: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
7: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
8: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
9: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
10: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
11: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
12: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
13: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
14: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
15: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
16: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
17: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
18: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
19: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
20: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
21: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
22: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
23: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
24: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
25: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
26: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
27: [[6, 1, 10, 4, 5, 2, 7], [13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
28: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
29: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
30: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
31: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
32: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
33: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
34: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
35: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
36: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
37: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
38: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
39: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
40: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
41: [[6, 1, 10, 4, 5, 2], [7, 13, 3, 8, 12, 9, 11], [14, 15, 20, 16, 19, 18, 17]]
