0: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
1: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 16, 17, 18, 14], [21, 20, 25, 26, 27, 29]]
2: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 17, 16, 18], [21, 20, 25, 26, 27, 29]]
3: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 16, 17, 18, 14], [21, 20, 25, 26, 27, 29]]
4: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 16, 17, 18, 14], [21, 20, 25, 26, 27, 29]]
5: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
6: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
7: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
8: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
9: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
10: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
11: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
12: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
13: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
14: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
15: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
16: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
17: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
18: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
19: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
20: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
21: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
22: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
23: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
24: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
25: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
26: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
27: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
28: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
29: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
30: [[23, 9, 19, 22, 2, 1], [4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
31: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
32: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 17, 16, 18], [21, 20, 25, 26, 27, 29]]
33: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 17, 16, 18], [21, 20, 25, 26, 27, 29]]
34: [[23, 9, 19, 22, 2], [1, 4, 3, 11, 8, 12], [5, 7, 24, 6, 28, 10], [15, 13, 14, 16, 17, 18], [21, 20, 25, 26, 27, 29]]
