0: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
1: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
2: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
3: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
4: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
5: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
6: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
7: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
8: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
9: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
10: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
11: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
12: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
13: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
14: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
15: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
16: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
17: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
18: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
19: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
20: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
21: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
22: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
23: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
24: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
25: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
26: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
27: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
28: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
29: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
30: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
31: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
32: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
33: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
34: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
35: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
36: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
37: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
38: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
39: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
40: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
41: [[10, 3, 2, 1, 5, 7, 8], [9, 14, 4, 6, 13, 11, 12], [15, 18, 16, 17, 19, 20]]
