It No., Best MQ, No clusters, max clus, min clus
1,1.3109730848861285,3,5,4
2,1.286111111111111,3,5,4
3,1.3109730848861285,3,5,4
4,1.4109730848861284,3,5,4
5,1.2777777777777777,3,5,4
6,1.3172161172161172,3,5,4
7,1.4731601731601731,4,4,3
8,1.3109730848861285,3,5,4
9,1.3172161172161172,3,5,4
10,1.489177489177489,4,4,3
11,1.349206349206349,3,5,4
12,1.3680223285486444,4,4,3
13,1.375,4,4,3
14,1.4591332580463017,4,4,3
15,1.4591332580463017,4,4,3
16,1.0725677830940987,3,5,4
17,1.289782608695652,3,5,4
18,1.2270531400966183,3,5,4
19,1.4591332580463017,4,4,3
20,1.3172161172161172,3,5,4
21,1.2410526315789474,3,5,4
22,1.349206349206349,3,5,4
23,1.3832442067736186,4,4,3
24,1.393939393939394,4,4,3
25,1.2386363636363638,5,3,2
26,1.228744939271255,3,5,4
27,1.486888111888112,4,4,3
28,1.3139097744360901,3,5,4
29,1.3035714285714286,3,5,4
30,1.2207792207792207,3,5,4
31,1.4109730848861284,3,5,4
