It No., Best MQ, No clusters, max clus, min clus
1,1.4146259879234102,4,16,14
2,1.4235849034883183,24,6,1
3,1.6447372542601981,15,8,1
4,1.5313147212230465,5,14,10
5,1.489373120142294,4,32,7
6,1.6536799490950336,8,13,1
7,1.4653735006650024,5,13,10
8,1.525023258041262,18,9,1
9,1.5986342524957848,25,8,1
10,1.6012126777359135,6,13,5
11,1.3916666686207437,4,18,14
12,1.4205516032130994,7,11,7
13,1.4410412552477379,12,9,1
14,1.6557507837656558,11,8,3
15,1.6389383389312888,8,15,4
16,1.6675916660598817,17,7,1
17,1.4869063439155696,12,7,3
18,1.357357244929751,22,7,1
19,1.436545693874075,4,18,14
20,1.9505840856182128,24,5,1
21,1.3604831741379844,4,19,12
22,1.6588062214472716,6,12,6
23,1.3543191750114534,4,17,13
24,1.3955358164717904,4,17,13
25,1.4706057685696836,5,17,9
26,1.4215008866914671,15,7,1
27,1.6194390077414993,11,11,1
28,1.6383227846351998,9,10,4
29,1.3597330163377652,4,17,13
30,1.7193513540455567,24,8,1
31,1.3684980914586604,4,20,12
