0: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
1: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
2: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
3: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
4: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
5: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
6: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
7: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
8: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
9: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
10: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
11: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
12: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
13: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
14: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
15: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
16: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
17: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
18: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
19: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
20: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
21: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
22: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
23: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
24: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
25: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
26: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
27: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
28: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
29: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
30: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
31: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
32: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
33: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
34: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
35: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
36: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
37: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
38: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
39: [[11, 6, 3, 1, 4], [10, 5, 7, 2, 8], [9, 12, 15, 13, 14], [18, 17, 16, 19, 20]]
