0: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
1: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
2: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
3: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
4: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
5: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
6: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
7: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
8: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
9: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
10: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
11: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
12: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
13: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
14: [[1, 5, 3], [9, 11, 6], [12, 13, 7], [8, 10, 4, 2]]
15: [[1, 5, 3], [9, 11, 6], [12, 13, 8, 7], [10, 2, 4]]
16: [[1, 5, 3], [9, 11, 6], [12, 13, 8, 7], [10, 2, 4]]
17: [[1, 5, 3], [9, 11, 6], [12, 13, 8, 7], [10, 2, 4]]
18: [[1, 5, 3], [9, 11, 6], [12, 13, 8, 7], [10, 2, 4]]
19: [[1, 5, 3], [9, 11, 6], [12, 13, 8, 7], [10, 2, 4]]
20: [[1, 5, 3], [9, 11, 6], [12, 13, 8, 7], [10, 2, 4]]
21: [[1, 5, 3], [9, 11, 6], [12, 13, 8, 7], [10, 2, 4]]
22: [[1, 5, 3], [9, 11, 6], [12, 13, 8, 7], [10, 2, 4]]
23: [[1, 5, 3], [9, 11, 6], [12, 13, 8, 7], [10, 2, 4]]
24: [[1, 5, 3], [9, 11, 6], [12, 13, 7, 8, 10, 2, 4]]
25: [[1, 5, 3], [9, 11, 6, 12], [13, 7, 8, 10, 2, 4]]
26: [[1, 5, 3], [9, 11, 6, 12], [13, 7, 8, 10, 2, 4]]
27: [[1, 5, 3, 9, 4], [11, 6, 12], [13, 8, 7], [10, 2]]
