It No., Best MQ, No clusters, max clus, min clus
1,1.7583887657058388,3,7,6
2,1.6747742678777164,6,4,3
3,1.4316756272401434,4,5,5
4,1.8720817388740394,6,4,3
5,1.6350975975975977,3,7,6
6,1.7476190476190476,4,5,5
7,1.626712158808933,4,5,5
8,1.462820512820513,3,7,6
9,1.765691699604743,5,4,4
10,1.723548991054712,6,4,3
11,1.4901098901098901,3,7,6
12,1.68796992481203,4,5,5
13,1.5320048309178744,4,5,5
14,1.5526556776556777,6,4,3
15,1.6076263455573803,4,5,5
16,1.7783957219251336,5,4,4
17,1.78752052545156,4,5,5
18,1.7019514365624206,7,3,2
19,1.5759900798263968,4,5,5
20,1.5988434354251446,5,4,4
21,1.5347953216374268,3,7,6
22,1.531989560775168,4,5,5
23,2.0063815494849977,6,4,3
24,2.0074885153832525,6,4,3
25,1.696475625823452,6,4,3
26,1.6426912806223153,4,5,5
27,1.5202143385070215,3,7,6
28,1.5594747969288973,3,7,6
29,1.5390749601275915,6,4,3
30,1.594789081885856,4,5,5
31,1.6388422035480859,3,7,6
