It No., Best MQ, No clusters, max clus, min clus
1,1.2416666666666667,3,5,4
2,1.3737373737373737,4,6,2
3,1.224016563146998,3,5,4
4,1.3035714285714286,3,5,4
5,1.3551587301587302,4,4,3
6,1.2878787878787878,3,5,4
7,1.3035714285714286,3,5,4
8,1.471394984326019,4,5,2
9,1.4006349206349205,3,5,4
10,1.391577540106952,4,4,3
11,1.349206349206349,3,5,4
12,1.3833333333333333,4,4,3
13,1.486888111888112,4,4,3
14,1.2878787878787878,3,5,4
15,1.324675324675325,4,5,2
16,1.486888111888112,4,4,3
17,1.3172161172161172,3,5,4
18,1.286111111111111,3,5,4
19,1.3139034878165312,3,5,4
20,1.3010526315789472,3,5,4
21,1.3010526315789472,3,5,4
22,1.2729044834307992,3,5,4
23,1.486888111888112,4,4,3
24,1.3172161172161172,3,5,4
25,1.3680223285486444,4,4,3
26,1.349206349206349,3,5,4
27,1.3275461380724538,4,4,2
28,1.3398268398268398,3,5,3
29,1.309090909090909,3,5,4
30,1.206766917293233,3,5,4
31,1.2410526315789474,3,5,4
