0: [[35, 7, 2, 1, 20, 3], [15, 12, 5, 4, 29, 8, 11, 14, 9, 27, 24, 17, 16, 10], [23, 26, 18, 19, 30, 25, 22, 28, 31, 37, 40, 38], [33, 32, 34, 36, 13, 39, 47, 42, 41, 44, 43, 45, 46, 51, 21, 6], [49, 52, 50, 54, 53, 60, 55, 48, 57, 58, 59, 56]]
1: [[35, 7, 2, 1, 20, 3], [15, 29, 12, 4, 5, 24, 14, 6, 8, 11, 9, 10, 13, 16, 21, 17, 25, 27], [22, 18, 23, 19, 26, 30, 28, 31, 40, 38], [33, 34, 32, 36, 39, 37, 47, 42, 41, 43, 44, 45, 46, 51], [48, 52, 49, 54, 53, 50, 55, 57, 60, 59, 56, 58]]
2: [[35, 7, 2, 1, 20, 3], [15, 29, 12, 4, 5, 24, 14, 6, 8, 9, 10, 11, 13, 16, 21, 17, 25, 27], [22, 18, 23, 19, 26, 30, 28, 31, 40, 38], [33, 34, 32, 36, 39, 37, 47, 42, 41, 43, 44, 45, 46, 51], [48, 52, 49, 54, 53, 50, 55, 57, 60, 59, 56, 58]]
3: [[35, 7, 2, 1, 20, 3], [15, 29, 12, 4, 5, 24, 6, 8, 9, 11, 10, 13, 17, 14, 25, 16, 21, 27], [22, 18, 23, 19, 26, 30, 28, 31, 40, 38], [33, 34, 32, 36, 39, 37, 47, 42, 41, 43, 44, 45, 46, 51], [48, 52, 49, 54, 53, 50, 55, 57, 60, 59, 56, 58]]
4: [[35, 7, 2, 1, 20, 3], [15, 29, 12, 4, 5, 24, 6, 8, 10, 9, 11, 13, 14, 17, 21, 16, 25, 27], [22, 18, 23, 19, 26, 30, 28, 31, 40, 38], [33, 34, 32, 36, 39, 37, 47, 42, 41, 43, 44, 45, 46, 51], [48, 52, 49, 54, 53, 50, 55, 57, 60, 59, 56, 58]]
5: [[35, 7, 2, 1, 20, 3], [15, 29, 12, 4, 5, 24, 14, 6, 8, 10, 11, 9, 13, 17, 25, 21, 16, 27], [22, 18, 23, 19, 26, 30, 28, 31, 40, 38], [33, 34, 32, 36, 39, 37, 47, 42, 41, 43, 44, 45, 46, 51], [48, 52, 49, 54, 53, 50, 55, 57, 60, 59, 56, 58]]
6: [[35, 7, 2, 1, 20, 3], [15, 29, 12, 4, 5, 24, 14, 6, 8, 9, 10, 11, 21, 16, 13, 25, 17, 27], [22, 18, 23, 19, 26, 30, 28, 31, 40, 38], [33, 34, 32, 36, 39, 37, 47, 42, 41, 43, 44, 45, 46, 51], [48, 52, 49, 54, 53, 50, 55, 57, 60, 59, 56, 58]]
7: [[35, 7, 2, 1, 20, 3], [15, 29, 12, 4, 5, 24, 14, 6, 10, 8, 9, 11, 13, 16, 21, 17, 25, 27], [22, 18, 23, 19, 26, 30, 28, 31, 40, 38], [33, 34, 32, 36, 39, 37, 47, 42, 41, 43, 44, 45, 46, 51], [48, 52, 49, 54, 53, 50, 55, 57, 60, 59, 56, 58]]
8: [[35, 7, 2, 1, 20, 3], [15, 29, 12, 4, 5, 24, 14, 6, 9, 10, 8, 11, 13, 17, 21, 16, 25, 27], [22, 18, 23, 19, 26, 30, 28, 31, 40, 38], [33, 34, 32, 36, 39, 37, 47, 42, 41, 43, 44, 45, 46, 51], [48, 52, 49, 54, 53, 50, 55, 57, 60, 59, 56, 58]]
9: [[35, 7, 2, 1, 20, 3], [15, 29, 12, 4, 5, 24, 14, 6, 8, 11, 9, 10, 13, 16, 17, 21, 25, 27], [22, 18, 23, 19, 26, 30, 28, 31, 40, 38], [33, 34, 32, 36, 39, 37, 47, 42, 41, 43, 44, 45, 46, 51], [48, 52, 49, 54, 53, 50, 55, 57, 60, 59, 56, 58]]
