It No., Best MQ, No clusters, max clus, min clus
1,1.3172161172161172,3,5,4
2,1.2035714285714285,3,5,4
3,1.3172161172161172,3,5,4
4,1.393939393939394,4,4,3
5,1.3109730848861285,3,5,4
6,1.3035714285714286,3,5,4
7,1.3109730848861285,3,5,4
8,1.349206349206349,3,5,4
9,1.3139034878165312,3,5,4
10,1.309090909090909,3,5,4
11,1.2465728715728714,5,3,2
12,1.2277753206545774,4,4,3
13,1.3139034878165312,3,5,4
14,1.3172161172161172,3,5,4
15,1.4591332580463015,4,4,3
16,1.286111111111111,3,5,4
17,1.4591332580463017,4,4,3
18,1.2406349206349208,3,5,4
19,1.3139034878165312,3,5,4
20,1.4109730848861282,3,5,4
21,1.2137470372764492,3,5,4
22,1.3010526315789472,3,5,4
23,1.4006349206349205,3,5,4
24,1.4109730848861284,3,5,4
25,1.2035714285714285,3,5,4
26,1.3172161172161172,3,5,4
27,1.2878787878787878,3,5,4
28,1.2852202145680407,4,4,3
29,1.3109730848861285,3,5,4
30,1.3109730848861285,3,5,4
31,1.3109730848861285,3,5,4
