0: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
1: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
2: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
3: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
4: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
5: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
6: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
7: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
8: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
9: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
10: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
11: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
12: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
13: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
14: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
15: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
16: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
17: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
18: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
19: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
20: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
21: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
22: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
23: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
24: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
25: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
26: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
27: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
28: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
29: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
30: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
31: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
32: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
33: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
34: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
35: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
36: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
37: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
38: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
39: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
40: [[6, 9, 3, 4], [11, 7, 10, 2], [1, 13, 5, 12], [15, 8, 16, 18], [14, 17, 20, 19], [23, 21, 22, 24]]
