0: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
1: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
2: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
3: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
4: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
5: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
6: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
7: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
8: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
9: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
10: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
11: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
12: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
13: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
14: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
15: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
16: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
17: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
18: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
19: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
20: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
21: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
22: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
23: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
24: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
25: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
26: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
27: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
28: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
29: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
30: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
31: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
32: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
33: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
34: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
35: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
36: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
37: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
38: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
39: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
40: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [14, 16, 4, 15], [19, 18, 17, 20]]
41: [[6, 11, 1, 3], [10, 2, 7, 5], [8, 13, 12, 9], [20, 14, 4, 15], [19, 18, 17, 16]]
