0: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
1: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
2: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
3: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
4: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
5: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
6: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
7: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
8: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
9: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
10: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
11: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
12: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
13: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
14: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
15: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
16: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
17: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
18: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
19: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
20: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
21: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
22: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
23: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
24: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
25: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
26: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
27: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
28: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
29: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
30: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
31: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
32: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
33: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
34: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
35: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
36: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
37: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
38: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
39: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
40: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
41: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
42: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
43: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
44: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
45: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
46: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
47: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
48: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
49: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
50: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
51: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
52: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
53: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
54: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
55: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
56: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
57: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
58: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
59: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
60: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
61: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
62: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
63: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
64: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
65: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
66: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
67: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
68: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
69: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
70: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
71: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
72: [[4, 31, 12, 17, 34, 19, 5], [6, 1, 35, 22, 2, 20, 7], [8, 9, 10, 14, 18, 11, 24], [13, 33, 21, 15, 28, 26, 25, 36], [29, 16, 23, 32, 30, 27, 3, 37]]
