It No., Best MQ, No clusters, max clus, min clus
1,2.6904176562262796,11,8,8
2,3.0291205006216337,23,4,3
3,2.5612182159237755,12,8,7
4,2.385651147134528,11,8,8
5,2.5490004470874483,8,11,11
6,2.9199212275455464,18,5,4
7,2.771881966556584,9,10,9
8,2.4656550416863974,12,8,7
9,3.3676699104462506,15,6,5
10,2.592568995581038,8,11,11
11,2.284698355851647,5,18,17
12,3.340176026006799,19,5,4
13,2.3017319644827334,10,9,8
14,2.3459304016618607,8,11,11
15,2.8023142220005397,11,8,8
16,3.288433991094447,17,6,5
17,2.745778520914169,10,9,8
18,2.267158507386044,10,9,8
19,3.194448681883016,18,5,4
20,3.0088774347860032,21,5,4
21,3.6152208465449513,30,3,2
22,3.5441875561978216,22,4,4
23,2.5189144078278245,14,7,6
24,2.925140016120681,10,9,8
25,3.3410669117926486,19,5,4
26,2.4966979759982397,9,10,9
27,3.613180713274604,14,7,6
28,2.8567539093553114,13,7,6
29,2.479986548367219,7,13,12
30,3.021633787597556,12,8,7
31,2.0550167730542293,5,18,17
