0: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
1: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
2: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
3: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
4: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
5: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
6: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
7: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
8: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
9: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
10: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
11: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
12: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
13: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
14: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
15: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
16: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
17: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
18: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
19: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
20: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
21: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
22: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
23: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
24: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
25: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
26: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
27: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
28: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
29: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
30: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
31: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
32: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
33: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
34: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
35: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
36: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
37: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
38: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
39: [[6, 20, 14, 15, 16], [12, 9, 18, 17, 19], [10, 8, 11, 1, 3], [2, 13, 4, 5, 7]]
