0: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
1: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
2: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
3: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
4: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
5: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
6: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
7: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
8: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
9: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
10: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
11: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
12: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
13: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
14: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
15: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
16: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
17: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
18: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
19: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
20: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
21: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
22: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
23: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
24: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
25: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
26: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
27: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
28: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
29: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
30: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
31: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
32: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
33: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
34: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
35: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
36: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
37: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
38: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
39: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
40: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
41: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
42: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
43: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
44: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
45: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
46: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
47: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
48: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
49: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
50: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
51: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
52: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
53: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
54: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
55: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
56: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
57: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
58: [[19, 24, 1, 9, 7, 2], [4, 3, 6, 8, 11, 12], [5, 15, 13, 10, 14], [17, 16, 22, 28, 18, 23], [21, 20, 27, 25, 26, 29]]
