0: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
1: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
2: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
3: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
4: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
5: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
6: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
7: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
8: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
9: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
10: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
11: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
12: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
13: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
14: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
15: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
16: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
17: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
18: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
19: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
20: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
21: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
22: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
23: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
24: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
25: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
26: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
27: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
28: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
29: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
30: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
31: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
32: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
33: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
34: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
35: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
36: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
37: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
38: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
39: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
40: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
41: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
42: [[9, 2, 5, 6], [3, 16, 1, 4], [7, 11, 10, 14], [8, 15, 12, 13], [19, 17, 18, 20], [21, 23, 22, 24]]
