It No., Best MQ, No clusters, max clus, min clus
1,1.3398268398268398,3,5,3
2,1.2447089947089947,3,5,3
3,1.3332309582309583,3,6,3
4,1.3398268398268398,3,5,3
5,1.2944444444444443,3,6,3
6,1.3696969696969696,3,6,3
7,1.4099511599511598,4,5,2
8,1.3078224101479916,3,8,2
9,1.3696969696969696,3,6,3
10,1.3585858585858586,3,8,2
11,1.3109730848861285,3,5,4
12,1.3872850122850124,3,7,3
13,1.249929636926541,3,7,2
14,1.46482683982684,3,6,3
15,1.3010526315789472,3,5,4
16,1.2619047619047619,3,5,3
17,1.3109730848861285,3,5,4
18,1.3022222222222222,3,6,2
19,1.3398268398268398,3,5,3
20,1.3109730848861285,3,5,4
21,1.3691919191919193,3,8,2
22,1.3795093795093796,3,6,3
23,1.3398268398268398,3,5,3
24,1.375,3,6,3
25,1.375,3,6,3
26,1.3022222222222222,3,6,2
27,1.3527777777777779,3,6,3
28,1.3139097744360901,3,5,4
29,1.3585858585858586,3,8,2
30,1.2916666666666667,3,7,2
31,1.375,3,6,3
