0: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
1: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
2: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
3: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
4: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
5: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
6: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
7: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
8: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
9: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
10: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
11: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
12: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
13: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
14: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
15: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
16: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
17: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
18: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
19: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
20: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
21: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
22: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
23: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
24: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
25: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
26: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
27: [[10, 12, 2, 13], [1, 3, 4, 5], [6, 7, 9, 11, 8]]
