It No., Best MQ, No clusters, max clus, min clus
1,1.224016563146998,3,5,4
2,1.3139034878165312,3,5,4
3,1.4591332580463017,4,4,3
4,1.363888888888889,5,3,2
5,1.3696969696969696,3,6,3
6,1.46482683982684,3,6,3
7,1.3010526315789472,3,5,4
8,1.310064935064935,5,3,1
9,1.486888111888112,4,4,3
10,1.2472527472527473,3,5,3
11,1.4949494949494948,4,5,2
12,1.3482517482517482,4,4,3
13,1.3203933747412009,4,5,2
14,1.2410526315789474,3,5,4
15,1.3695887445887447,4,4,3
16,1.218671679197995,3,5,4
17,1.3255555555555556,5,4,2
18,1.2137470372764492,3,5,4
19,1.5064935064935066,4,4,2
20,1.289576802507837,4,5,2
21,1.2406349206349208,3,5,4
22,1.2824960127591707,4,4,3
23,1.3585858585858586,3,8,2
24,1.486888111888112,4,4,3
25,1.2895238095238093,3,5,3
26,1.4109730848861282,3,5,4
27,1.3833333333333333,4,4,3
28,1.2207792207792207,3,5,4
29,1.3894300144300145,5,3,2
30,1.3984126984126983,5,4,2
31,1.3576839826839828,4,4,3
