0: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
1: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
2: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
3: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
4: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
5: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
6: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
7: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
8: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
9: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
10: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
11: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
12: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
13: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
14: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
15: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
16: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
17: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
18: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
19: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
20: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
21: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
22: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
23: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
24: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
25: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
26: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
27: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
28: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
29: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
30: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
31: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
32: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
33: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
34: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
35: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
36: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
37: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
38: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
39: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
40: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
41: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
42: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
43: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
44: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
45: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
46: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
47: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
