0: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4], [6, 8, 11]]
1: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4], [6, 8, 11]]
2: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4], [6, 8, 11]]
3: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4], [6, 8, 11]]
4: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4], [6, 8, 11]]
5: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4], [6, 8, 11]]
6: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4], [6, 8, 11]]
7: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4], [6, 8, 11]]
8: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4], [6, 8, 11]]
9: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4], [6, 8, 11]]
10: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4], [6, 8, 11]]
11: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4], [6, 8, 11]]
12: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4], [6, 8, 11]]
13: [[13, 9, 7], [1, 3, 5], [10, 12, 2], [6, 8, 11, 4]]
14: [[13, 9, 7], [1, 3, 5], [10, 12, 2], [6, 8, 11, 4]]
15: [[13, 9, 7], [1, 3, 5], [10, 12, 2], [6, 8, 11, 4]]
16: [[13, 9, 7], [1, 3, 5], [10, 12, 2], [6, 8, 11, 4]]
17: [[13, 9, 7], [1, 3, 5], [10, 12, 2], [6, 8, 11, 4]]
18: [[13, 9, 7], [1, 3, 5], [10, 12, 2], [6, 8, 11, 4]]
19: [[13, 9, 7], [1, 3, 5], [10, 12, 2], [6, 8, 11, 4]]
20: [[13, 9, 7], [1, 3, 5, 10, 12, 2, 4], [6, 8, 11]]
21: [[13, 9, 7], [1, 3, 5], [10, 12, 2, 4, 6, 8, 11]]
22: [[13, 9, 7], [1, 3, 5, 10], [12, 2, 4], [6, 8, 11]]
23: [[13, 9, 7], [1, 3, 5, 10], [12, 2, 4], [6, 8, 11]]
24: [[13, 9, 7], [1, 3, 5, 10], [12, 2, 4, 6, 8, 11]]
25: [[13, 9, 1], [3, 5, 10, 4], [12, 2, 7], [6, 8, 11]]
26: [[13, 9, 1], [3, 5, 10, 4], [12, 2, 7], [6, 8, 11]]
27: [[13, 9, 7, 1], [3, 5, 10], [12, 2, 4, 6, 8, 11]]
