0: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
1: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
2: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
3: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
4: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
5: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
6: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
7: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
8: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
9: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
10: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
11: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
12: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
13: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
14: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
15: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
16: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
17: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
18: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
19: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
20: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
21: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
22: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
23: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
24: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
25: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
26: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
27: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
28: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
29: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
30: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
31: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
32: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
33: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
34: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
35: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
36: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
37: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
38: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
39: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
40: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
41: [[12, 11, 3, 8, 9], [6, 2, 5, 10, 7], [13, 1, 14, 4], [18, 20, 16, 17, 19, 15]]
