0: [[26, 43, 12, 13, 22], [21, 37, 19, 16, 7], [77, 1, 24], [41, 75, 15, 76, 14], [20, 4, 6, 30, 73, 48], [52, 18, 8, 57, 35, 5, 23], [31, 46, 51, 60, 63, 47, 55, 27], [28, 39, 29, 44, 32, 53, 10], [33, 34, 50, 36, 40], [38, 42, 45, 58, 11, 54, 56, 59, 84, 61], [62, 74, 65, 72], [67, 66, 69, 70, 68, 71, 79, 3], [9, 81, 25, 78, 82, 2, 49, 83, 64, 80], [17, 87, 85, 86, 88]]
1: [[26, 43, 12, 13, 22], [21, 37, 19, 16, 7], [77, 1, 24], [41, 75, 15, 76, 14], [20, 4, 6, 30, 73, 48], [52, 18, 8, 57, 35, 5, 23], [31, 46, 51, 60, 63, 47, 55, 27], [28, 39, 29, 44, 32, 53, 10], [33, 34, 50, 36, 40], [38, 42, 45, 58, 11, 54, 56, 59, 84, 61], [62, 74, 65, 72], [67, 66, 69, 70, 68, 71, 79, 3], [9, 81, 25, 78, 82, 2, 49, 83, 64, 80], [17, 87, 85, 86, 88]]
2: [[26, 43, 12, 13, 22], [21, 37, 19, 16, 7], [77, 1, 24], [41, 75, 15, 76, 14], [20, 4, 6, 30, 73, 48], [52, 18, 8, 57, 35, 5, 23], [31, 46, 51, 60, 63, 47, 55, 27], [28, 39, 29, 44, 32, 53, 10], [33, 34, 50, 36, 40], [38, 42, 45, 58, 11, 54, 56, 59, 84, 61], [62, 74, 65, 72], [67, 66, 69, 70, 68, 71, 79, 3], [9, 81, 25, 78, 82, 2, 49, 83, 64, 80], [17, 87, 85, 86, 88]]
3: [[22, 43, 36, 7, 2, 3, 4, 5, 8, 9, 6, 14, 11, 15, 1, 16, 23, 12, 13], [17, 19, 18, 21, 28, 20, 29, 24, 26, 30, 27, 31, 60, 32, 25, 49, 41, 50, 51], [33, 47, 34, 37, 45, 38, 35, 40, 42, 46, 52, 53, 44, 48, 55, 56, 57, 54, 39, 59, 10], [61, 58, 63, 62, 65, 73, 64, 66, 67, 70, 68, 79, 69, 72, 76, 71, 74, 75, 78, 77, 84, 83, 80, 82, 81, 86, 87, 85, 88]]
4: [[22, 43, 36, 7, 1, 5, 2, 6, 4, 14, 10, 11, 9, 20, 15, 12, 13, 3, 25], [31, 23, 16, 8, 18, 19, 17, 21, 24, 29, 28, 26, 30, 27, 32, 57, 33, 34, 51, 35], [42, 39, 53, 40, 37, 38, 41, 44, 50, 45, 49, 48, 46, 56, 54, 59, 60, 47, 52, 61], [58, 62, 55, 63, 65, 72, 76, 64, 66, 85, 67, 70, 69, 68, 79, 77, 71, 73, 75, 78, 86, 81, 82, 84, 80, 87, 83, 74, 88]]
5: [[22, 43, 36, 7, 1, 3, 2, 5, 8, 10, 4, 9, 6, 12, 11, 13, 20, 14, 15, 23], [17, 18, 24, 25, 19, 28, 26, 16, 21, 31, 27, 49, 39, 38, 29, 34, 30, 33, 32, 44], [35, 60, 37, 40, 45, 41, 53, 46, 42, 47, 48, 52, 50, 51, 54, 55, 56, 57, 59], [58, 62, 61, 63, 65, 72, 64, 70, 68, 76, 67, 71, 69, 79, 66, 74, 77, 75, 87, 78, 80, 73, 81, 86, 82, 83, 85, 84, 88]]
6: [[22, 43, 36, 7, 1, 5, 2, 3, 4, 13, 9, 6, 11, 10, 15, 8, 14, 12, 16], [19, 17, 49, 23, 20, 18, 21, 30, 25, 27, 29, 24, 28, 31, 26, 50, 32, 42, 33], [34, 39, 35, 61, 37, 38, 41, 46, 40, 44, 45, 60, 47, 53, 48, 51, 59, 54, 55, 56, 57], [52, 58, 63, 62, 65, 68, 70, 69, 67, 64, 66, 78, 71, 76, 79, 73, 72, 74, 77, 75, 85, 81, 82, 80, 84, 87, 83, 86, 88]]
7: [[22, 43, 36, 11, 1, 5, 2, 3, 8, 6, 9, 4, 7, 12, 10, 28, 24, 13, 29], [18, 14, 19, 20, 15, 17, 16, 25, 21, 26, 30, 55, 23, 27, 31, 33, 32, 44, 34, 53], [38, 37, 40, 41, 46, 50, 42, 47, 39, 45, 61, 48, 60, 35, 54, 52, 51, 49, 57, 56], [58, 62, 59, 63, 65, 72, 64, 70, 67, 69, 66, 74, 68, 77, 71, 73, 75, 76, 78, 79, 85, 80, 81, 86, 82, 83, 84, 87, 88]]
8: [[22, 43, 36, 11, 1, 3, 2, 5, 4, 10, 6, 7, 8, 9, 13, 12, 14, 15, 17, 28], [18, 19, 50, 25, 30, 29, 16, 21, 23, 20, 31, 24, 47, 26, 33, 59, 27, 32, 53], [56, 39, 34, 45, 35, 38, 52, 40, 37, 44, 42, 46, 48, 49, 51, 41, 55, 54, 62, 60], [57, 61, 58, 63, 64, 76, 65, 71, 67, 70, 66, 78, 68, 73, 69, 75, 74, 72, 77, 79, 81, 80, 84, 83, 82, 85, 87, 86, 88]]
9: [[22, 43, 36, 7, 1, 3, 2, 9, 10, 4, 12, 8, 13, 14, 5, 6, 11, 15, 16], [18, 53, 19, 24, 51, 17, 20, 26, 28, 29, 23, 60, 21, 50, 25, 27, 31, 61, 30, 33], [37, 42, 32, 35, 46, 34, 47, 38, 56, 41, 39, 45, 40, 44, 49, 57, 55, 52, 48, 54], [58, 63, 62, 59, 66, 68, 64, 71, 65, 69, 76, 70, 78, 73, 77, 67, 75, 72, 79, 74, 86, 80, 82, 81, 85, 83, 84, 87, 88]]
10: [[22, 43, 12, 13, 5, 21], [37, 18, 7, 6, 9], [1, 24, 44], [72, 15, 77, 28, 8], [16, 3, 2, 11, 14], [55, 19, 30, 20, 25, 4, 23], [26, 31, 35, 46, 50, 41, 27, 59], [29, 47, 63, 45, 40, 54, 34], [33, 36, 42, 32, 56], [38, 48, 39, 49, 10, 51, 52, 53, 57, 61], [62, 58, 65, 69], [67, 64, 71, 70, 68, 75, 76, 78], [79, 81, 73, 74, 83, 66, 60, 80, 82, 85], [17, 87, 84, 86, 88]]
