It No., Best MQ, No clusters, max clus, min clus
1,1.2936507936507935,3,6,2
2,1.3993506493506493,4,4,3
3,1.3850649350649349,4,6,2
4,1.2878787878787878,3,5,4
5,1.410364514712341,5,3,2
6,1.3585858585858586,3,8,2
7,1.3398268398268398,3,5,3
8,1.2207792207792207,4,5,2
9,1.3585858585858586,3,8,2
10,1.3022222222222222,4,5,2
11,1.4968316707447142,4,4,2
12,1.3062626262626262,5,5,2
13,1.4415584415584415,3,7,3
14,1.46482683982684,3,6,3
15,1.3795093795093796,4,6,2
16,1.3352838732149075,4,5,2
17,1.4015151515151514,5,3,2
18,1.3832442067736186,4,4,3
19,1.3063467492260061,4,4,2
20,1.3554175293305728,5,4,1
21,1.2525252525252526,4,6,2
22,1.46482683982684,4,4,3
23,1.3062626262626262,5,5,2
24,1.4415584415584415,3,7,3
25,1.3704545454545454,5,3,2
26,1.5064935064935066,4,4,2
27,1.3682306255835668,5,3,2
28,1.376984126984127,4,6,2
29,1.4415584415584415,4,5,2
30,1.4968316707447142,4,4,2
31,1.4272727272727272,4,5,2
