0: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
1: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
2: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
3: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
4: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
5: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
6: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
7: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
8: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
9: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
10: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
11: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
12: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
13: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
14: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
15: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
16: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
17: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
18: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
19: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
20: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
21: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
22: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
23: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
24: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
25: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
26: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
27: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
28: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
29: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
30: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
31: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
32: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
33: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
34: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
35: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
36: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
37: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
38: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
39: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
40: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
41: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
42: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
43: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
44: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
45: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
46: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
47: [[2, 20, 19, 1], [16, 3, 11, 10], [18, 8, 12, 13], [4, 5, 6, 15], [14, 7, 9, 17], [21, 23, 22, 24]]
