0: [[9, 1, 6, 4], [7, 3, 13, 12], [11, 10, 5, 2, 8]]
1: [[9, 1, 6, 4], [7, 3, 13, 12], [11, 10, 5, 2, 8]]
2: [[9, 1, 6, 4], [7, 3, 13, 12], [11, 10, 5, 2, 8]]
3: [[9, 1, 6, 4], [7, 3, 13, 12], [11, 10, 5, 2, 8]]
4: [[9, 1, 6, 4], [7, 3, 13, 12], [11, 10, 5, 2, 8]]
5: [[9, 1, 6, 4], [7, 3, 13, 12], [11, 10, 5, 2, 8]]
6: [[9, 1, 6, 4], [7, 3, 13, 12], [11, 10, 5, 2, 8]]
7: [[9, 1, 6, 4], [7, 3, 13, 12], [11, 10, 5, 2, 8]]
8: [[9, 1, 6, 4], [7, 3, 13, 12], [11, 10, 5, 2, 8]]
9: [[9, 1, 6, 4], [7, 3, 13, 12], [11, 10, 5, 2, 8]]
10: [[9, 1, 6, 4], [7, 3, 13, 12], [11, 10, 5, 2, 8]]
11: [[9, 1, 6, 4], [7, 3, 13, 12], [11, 10, 5, 2, 8]]
12: [[9, 1, 6, 4], [7, 3, 13, 12, 11], [10, 5, 2, 8]]
13: [[9, 1, 6, 4], [7, 3, 13, 12, 11], [10, 5, 2, 8]]
14: [[9, 1, 6, 4], [7, 3, 13, 12, 11], [10, 5, 2, 8]]
15: [[9, 1, 6, 4], [7, 3, 13, 12, 11], [10, 5, 2, 8]]
16: [[9, 1, 6, 4], [7, 3, 13, 12, 11], [10, 5, 2, 8]]
17: [[9, 1, 6, 4], [7, 3, 13, 12, 11], [10, 5, 2, 8]]
18: [[9, 1, 6, 4], [7, 3, 13, 12, 11], [10, 5, 2, 8]]
19: [[9, 1, 6, 4], [7, 3, 13, 12, 11], [10, 5, 2, 8]]
20: [[9, 1, 6, 4], [7, 3, 13, 12, 11], [10, 5, 2, 8]]
21: [[9, 1, 6, 4], [7, 3, 13, 12], [11, 10, 5, 2], [8]]
22: [[9, 1, 6, 4, 7], [3, 13, 12, 11], [10, 5, 2, 8]]
23: [[9, 1, 6, 4, 7], [3, 13, 12, 11], [10, 5, 2, 8]]
24: [[9, 1, 6, 4, 7], [3, 13, 12, 11], [10, 5, 2, 8]]
25: [[9, 1, 6, 4, 7], [3, 13, 12, 11], [10, 5, 2, 8]]
