It No., Best MQ, No clusters, max clus, min clus
1,1.3696969696969696,3,6,3
2,1.5064935064935066,4,4,2
3,1.4949494949494948,4,5,2
4,1.486888111888112,4,4,3
5,1.2406349206349205,3,5,4
6,1.4968316707447142,4,4,2
7,1.3109730848861285,3,5,4
8,1.4968316707447142,4,4,2
9,1.4006349206349205,3,5,4
10,1.3010526315789472,3,5,4
11,1.3832442067736184,4,4,3
12,1.3984126984126983,5,4,2
13,1.3398268398268398,3,5,3
14,1.292948717948718,4,4,3
15,1.5064935064935066,4,4,2
16,1.2878787878787878,3,5,4
17,1.4891774891774894,4,4,3
18,1.349206349206349,3,5,4
19,1.3680223285486444,4,4,3
20,1.2973152578415736,4,4,2
21,1.4103645147123407,5,3,2
22,1.2963286713286712,4,4,3
23,1.4166666666666667,4,4,2
24,1.2984848484848486,6,3,2
25,1.289782608695652,3,5,4
26,1.4006349206349205,3,5,4
27,1.3894300144300145,4,5,2
28,1.218671679197995,3,5,4
29,1.3551587301587302,4,4,3
30,1.4,4,4,3
31,1.410364514712341,5,3,2
