0: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
1: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
2: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
3: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
4: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
5: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
6: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
7: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
8: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
9: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
10: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
11: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
12: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
13: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
14: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
15: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
16: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
17: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
18: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
19: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
20: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
21: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
22: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
23: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
24: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
25: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
26: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
27: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
28: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
29: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
30: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
31: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
32: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
33: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
34: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
35: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
36: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
37: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
38: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
39: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
40: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
41: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
42: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
43: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
44: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
45: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
46: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
47: [[21, 22, 23, 24], [6, 13, 14, 10], [18, 3, 16, 17], [4, 2, 5, 1], [9, 7, 8, 11], [15, 19, 20, 12]]
